구분,고급휘발유,보통휘발유,자동차용경유,실내등유
2017년05월27일,1812.06,1477.15,1267.18,844.57
2017년05월28일,1811.92,1477.00,1266.87,844.18
2017년05월29일,1811.68,1476.82,1267.01,843.93
2017년05월30일,1810.94,1476.53,1266.77,843.66
2017년05월31일,1811.22,1476.19,1266.49,843.51
2017년06월01일,1808.45,1475.24,1265.48,843.41
2017년06월02일,1809.03,1474.51,1264.69,843.13
2017년06월03일,1808.04,1473.86,1263.89,842.99
2017년06월04일,1808.69,1473.71,1263.45,842.67
2017년06월05일,1807.67,1473.30,1263.43,842.63
2017년06월06일,1806.80,1472.60,1262.44,842.68
2017년06월07일,1805.40,1472.05,1261.92,842.87
2017년06월08일,1806.35,1471.13,1261.12,842.47
2017년06월09일,1805.91,1470.03,1259.81,842.77
2017년06월10일,1804.22,1468.87,1258.45,842.53
2017년06월11일,1803.08,1468.37,1257.70,842.33
2017년06월12일,1802.34,1467.61,1257.18,842.29
2017년06월13일,1800.32,1466.07,1255.56,841.92
2017년06월14일,1800.63,1464.71,1254.23,841.64
2017년06월15일,1800.06,1463.29,1252.92,841.33
2017년06월16일,1798.50,1461.75,1251.31,840.90
2017년06월17일,1797.66,1460.28,1249.72,840.60
2017년06월18일,1797.96,1459.69,1248.92,840.38
2017년06월19일,1797.04,1458.78,1248.38,839.96
2017년06월20일,1796.22,1457.15,1246.83,839.80
2017년06월21일,1795.10,1455.31,1245.27,839.25
2017년06월22일,1794.76,1453.61,1243.62,838.67
2017년06월23일,1794.34,1452.03,1242.22,838.07
2017년06월24일,1793.33,1450.76,1240.87,837.86
2017년06월25일,1793.26,1450.14,1240.04,837.50
2017년06월26일,1792.27,1449.24,1239.39,837.51
2017년06월27일,1791.02,1447.56,1237.91,836.73
2017년06월28일,1789.14,1446.23,1236.74,836.06
2017년06월29일,1788.95,1444.98,1235.64,836.01
2017년06월30일,1788.52,1444.10,1234.86,835.48
2017년07월01일,1788.61,1442.37,1232.91,834.86
2017년07월02일,1789.02,1441.80,1232.16,834.23
2017년07월03일,1788.43,1441.16,1231.72,833.60
2017년07월04일,1788.48,1440.41,1230.93,833.51
2017년07월05일,1787.90,1439.67,1230.41,833.13
2017년07월06일,1788.82,1439.24,1230.08,832.49
2017년07월07일,1787.56,1438.93,1229.63,832.10
2017년07월08일,1787.92,1438.51,1229.10,831.60
2017년07월09일,1787.54,1438.33,1228.80,831.91
2017년07월10일,1787.55,1438.21,1229.02,831.88
2017년07월11일,1790.36,1438.76,1229.67,831.83
2017년07월12일,1790.83,1438.42,1229.40,831.41
2017년07월13일,1791.06,1438.22,1229.21,831.39
2017년07월14일,1791.28,1438.05,1229.32,831.30
2017년07월15일,1791.43,1437.96,1228.95,830.82
2017년07월16일,1791.06,1437.97,1228.83,830.80
2017년07월17일,1790.91,1438.00,1229.42,830.85
2017년07월18일,1788.87,1437.89,1229.20,830.79
2017년07월19일,1788.88,1437.75,1229.21,830.53
2017년07월20일,1788.38,1437.78,1229.31,830.62
2017년07월21일,1788.69,1437.68,1229.31,830.55
2017년07월22일,1788.63,1437.64,1229.10,830.56
2017년07월23일,1789.13,1437.58,1228.91,830.40
2017년07월24일,1789.37,1437.59,1229.35,830.29
2017년07월25일,1789.71,1437.70,1229.46,829.91
2017년07월26일,1789.17,1437.85,1229.65,830.07
2017년07월27일,1788.49,1438.02,1229.74,829.95
2017년07월28일,1788.52,1438.20,1230.08,829.67
2017년07월29일,1789.21,1438.31,1230.18,829.62
2017년07월30일,1789.94,1438.48,1230.21,829.62
2017년07월31일,1789.50,1438.87,1230.91,829.76
2017년08월01일,1789.87,1439.43,1231.63,829.40
2017년08월02일,1789.97,1439.82,1232.14,829.29
2017년08월03일,1791.11,1440.31,1232.91,829.39
2017년08월04일,1791.95,1440.98,1233.55,829.37
2017년08월05일,1792.38,1441.50,1234.17,829.23
2017년08월06일,1793.08,1441.89,1234.37,829.31
2017년08월07일,1792.46,1442.77,1235.69,829.32
2017년08월08일,1795.71,1444.78,1237.83,830.38
2017년08월09일,1798.43,1446.06,1239.10,831.00
2017년08월10일,1801.44,1447.55,1240.77,831.38
2017년08월11일,1801.69,1448.48,1241.79,832.06
2017년08월12일,1802.36,1449.53,1242.71,832.23
2017년08월13일,1802.24,1450.09,1243.08,832.49
2017년08월14일,1803.50,1450.81,1244.05,832.99
2017년08월15일,1806.86,1452.62,1245.59,832.80
2017년08월16일,1808.32,1453.26,1246.56,833.33
2017년08월17일,1810.47,1454.28,1247.56,833.48
2017년08월18일,1810.76,1455.01,1248.30,833.41
2017년08월19일,1810.15,1455.60,1248.92,833.61
2017년08월20일,1810.02,1455.99,1249.14,833.67
2017년08월21일,1809.69,1456.62,1249.90,833.58
2017년08월22일,1810.82,1457.27,1250.72,833.78
2017년08월23일,1811.12,1457.81,1251.24,833.30
2017년08월24일,1811.26,1458.37,1251.78,833.00
2017년08월25일,1810.85,1458.81,1252.13,832.67
2017년08월26일,1811.88,1459.66,1252.84,832.80
2017년08월27일,1811.97,1460.09,1253.06,832.74
2017년08월28일,1811.23,1460.66,1253.84,833.34
2017년08월29일,1811.86,1461.60,1254.68,833.69
2017년08월30일,1812.96,1462.30,1255.28,833.95
2017년08월31일,1813.23,1462.61,1255.71,833.95
2017년09월01일,1814.60,1463.76,1256.63,833.97
2017년09월02일,1814.13,1464.34,1256.87,834.17
2017년09월03일,1814.65,1464.73,1257.03,834.20
2017년09월04일,1813.56,1465.35,1257.79,834.20
2017년09월05일,1814.42,1466.28,1258.34,834.33
2017년09월06일,1814.35,1466.99,1258.77,834.44
2017년09월07일,1815.43,1467.98,1259.70,834.74
2017년09월08일,1815.99,1469.35,1261.03,835.09
2017년09월09일,1816.14,1470.74,1262.06,835.60
2017년09월10일,1816.46,1471.63,1262.61,835.80
2017년09월11일,1816.06,1472.94,1264.02,835.91
2017년09월12일,1820.25,1475.32,1266.83,836.69
2017년09월13일,1821.24,1477.01,1268.36,836.91
2017년09월14일,1822.70,1478.52,1269.71,837.67
2017년09월15일,1823.78,1480.04,1271.40,838.18
2017년09월16일,1824.40,1481.65,1272.82,838.65
2017년09월17일,1823.89,1482.53,1273.39,838.96
2017년09월18일,1825.35,1483.77,1274.84,839.33
2017년09월19일,1826.16,1485.17,1276.16,839.50
2017년09월20일,1826.06,1486.11,1277.17,839.52
2017년09월21일,1826.46,1487.25,1278.30,840.06
2017년09월22일,1827.73,1488.24,1279.34,840.37
2017년09월23일,1827.18,1489.15,1280.14,840.56
2017년09월24일,1828.88,1489.69,1280.42,840.66
2017년09월25일,1829.13,1490.52,1281.54,841.06
2017년09월26일,1827.40,1491.59,1282.56,841.32
2017년09월27일,1828.77,1492.61,1283.51,841.58
2017년09월28일,1828.46,1493.88,1284.76,841.35
2017년09월29일,1829.84,1495.49,1286.33,842.04
2017년09월30일,1830.76,1497.04,1287.99,842.99
2017년10월01일,1831.53,1498.61,1289.44,843.33
2017년10월02일,1832.86,1499.74,1290.64,843.87
2017년10월03일,1834.49,1500.86,1291.64,844.23
2017년10월04일,1835.28,1501.29,1292.07,844.60
2017년10월05일,1834.78,1501.73,1292.52,844.84
2017년10월06일,1833.33,1502.14,1292.86,845.60
2017년10월07일,1833.92,1502.37,1293.05,845.53
2017년10월08일,1834.50,1502.52,1293.17,845.37
2017년10월09일,1834.32,1502.79,1293.63,845.51
2017년10월10일,1833.25,1503.00,1293.86,845.35
2017년10월11일,1835.23,1503.39,1294.35,845.90
2017년10월12일,1835.65,1503.75,1294.79,846.21
2017년10월13일,1835.07,1504.14,1295.24,847.08
2017년10월14일,1835.41,1504.48,1295.57,847.65
2017년10월15일,1835.51,1504.73,1295.52,847.52
2017년10월16일,1835.43,1505.13,1296.30,847.62
2017년10월17일,1836.07,1505.46,1296.58,848.29
2017년10월18일,1836.06,1505.53,1296.72,848.85
2017년10월19일,1835.80,1505.79,1297.04,849.33
2017년10월20일,1835.65,1506.00,1297.28,849.78
2017년10월21일,1835.34,1506.18,1297.32,850.05
2017년10월22일,1835.63,1506.32,1297.29,850.17
2017년10월23일,1836.29,1506.44,1297.76,850.05
2017년10월24일,1837.36,1506.61,1298.06,850.36
2017년10월25일,1837.29,1506.74,1298.36,850.78
2017년10월26일,1837.00,1506.88,1298.45,851.01
2017년10월27일,1836.10,1507.00,1298.62,851.20
2017년10월28일,1836.49,1507.12,1298.64,851.63
2017년10월29일,1836.22,1507.24,1298.65,851.49
2017년10월30일,1836.74,1507.50,1299.12,851.93
2017년10월31일,1836.41,1507.71,1299.33,852.46
2017년11월01일,1836.79,1508.62,1300.42,853.21
2017년11월02일,1837.22,1508.95,1300.90,853.57
2017년11월03일,1837.44,1509.35,1301.18,853.87
2017년11월04일,1838.14,1509.82,1301.58,854.55
2017년11월05일,1838.36,1510.06,1301.76,854.85
2017년11월06일,1838.04,1510.48,1302.67,855.13
2017년11월07일,1840.38,1512.06,1304.13,855.96
2017년11월08일,1842.40,1513.34,1305.54,856.71
2017년11월09일,1843.49,1514.43,1306.59,857.23
2017년11월10일,1844.16,1515.57,1307.84,857.96
2017년11월11일,1844.70,1516.76,1308.84,859.14
2017년11월12일,1844.54,1517.56,1309.36,859.62
2017년11월13일,1844.80,1518.65,1310.79,860.53
2017년11월14일,1847.47,1520.74,1312.47,861.63
2017년11월15일,1850.48,1521.86,1313.66,862.75
2017년11월16일,1851.40,1522.81,1314.62,863.88
2017년11월17일,1850.50,1523.72,1315.54,865.15
2017년11월18일,1850.93,1524.64,1316.30,865.81
2017년11월19일,1851.52,1525.20,1316.65,866.54
2017년11월20일,1852.48,1525.97,1317.77,867.26
2017년11월21일,1853.12,1526.88,1318.76,868.08
2017년11월22일,1853.54,1527.60,1319.50,868.70
2017년11월23일,1853.82,1528.28,1320.24,869.73
2017년11월24일,1852.33,1529.12,1321.02,870.77
2017년11월25일,1852.52,1529.99,1321.87,871.87
2017년11월26일,1852.52,1530.41,1322.11,872.22
2017년11월27일,1852.09,1531.27,1323.38,873.01
2017년11월28일,1852.94,1532.20,1324.24,873.75
2017년11월29일,1853.11,1533.11,1325.08,874.92
2017년11월30일,1853.63,1533.76,1325.78,875.69
2017년12월01일,1853.66,1534.92,1327.06,877.04
2017년12월02일,1853.97,1535.66,1327.66,877.90
2017년12월03일,1855.07,1536.08,1327.89,878.42
2017년12월04일,1854.84,1536.55,1328.63,879.07
2017년12월05일,1854.96,1536.83,1328.99,879.59
2017년12월06일,1855.37,1537.35,1329.52,880.57
2017년12월07일,1855.28,1537.85,1329.85,881.08
2017년12월08일,1855.95,1538.13,1330.20,881.62
2017년12월09일,1856.24,1538.36,1330.31,881.83
2017년12월10일,1855.72,1538.55,1330.33,882.22
2017년12월11일,1855.06,1538.86,1330.99,882.81
2017년12월12일,1855.24,1539.28,1331.29,883.20
2017년12월13일,1854.39,1539.47,1331.57,883.87
2017년12월14일,1854.78,1539.97,1332.08,884.40
2017년12월15일,1855.45,1540.38,1332.49,884.92
2017년12월16일,1855.17,1540.66,1332.66,885.26
2017년12월17일,1855.18,1540.85,1332.68,885.43
2017년12월18일,1855.17,1541.12,1333.36,885.86
2017년12월19일,1855.53,1541.55,1333.75,886.49
2017년12월20일,1856.40,1541.76,1333.99,886.84
2017년12월21일,1856.41,1541.99,1334.31,886.93
2017년12월22일,1856.79,1542.30,1334.57,887.29
2017년12월23일,1856.14,1542.58,1334.72,887.41
2017년12월24일,1856.68,1542.77,1334.62,887.44
2017년12월25일,1856.93,1542.87,1334.85,887.53
2017년12월26일,1856.32,1542.99,1335.22,888.02
2017년12월27일,1855.90,1543.24,1335.45,888.15
2017년12월28일,1855.74,1543.52,1335.82,888.45
2017년12월29일,1855.82,1543.74,1335.98,888.34
2017년12월30일,1856.28,1543.99,1336.12,888.44
2017년12월31일,1856.51,1544.11,1335.94,888.61
2018년01월01일,1856.95,1544.62,1336.40,888.77
2018년01월02일,1855.84,1544.93,1337.13,889.13
2018년01월03일,1857.61,1545.28,1337.44,889.63
2018년01월04일,1857.49,1545.57,1337.83,890.10
2018년01월05일,1857.60,1546.36,1338.72,890.83
2018년01월06일,1857.36,1546.89,1339.14,891.43
2018년01월07일,1857.23,1547.13,1339.20,891.75
2018년01월08일,1856.80,1547.49,1339.89,892.08
2018년01월09일,1856.27,1547.80,1340.26,892.51
2018년01월10일,1856.82,1548.16,1340.81,893.19
2018년01월11일,1856.75,1548.67,1341.37,893.92
2018년01월12일,1857.72,1549.23,1341.98,894.59
2018년01월13일,1858.03,1549.76,1342.49,895.09
2018년01월14일,1858.17,1550.16,1342.67,895.24
2018년01월15일,1858.61,1550.69,1343.60,895.65
2018년01월16일,1859.43,1551.58,1344.49,896.46
2018년01월17일,1860.38,1552.16,1345.19,897.08
2018년01월18일,1861.71,1552.73,1345.96,897.70
2018년01월19일,1861.68,1553.32,1346.66,898.14
2018년01월20일,1862.64,1553.92,1347.17,898.61
2018년01월21일,1861.95,1554.19,1347.27,898.61
2018년01월22일,1862.46,1554.73,1348.26,899.07
2018년01월23일,1862.29,1555.27,1348.97,899.77
2018년01월24일,1863.61,1555.85,1349.88,900.58
2018년01월25일,1863.86,1556.44,1350.65,901.36
2018년01월26일,1863.56,1557.14,1351.51,902.07
2018년01월27일,1863.86,1557.76,1352.14,902.61
2018년01월28일,1863.36,1558.12,1352.37,902.78
2018년01월29일,1863.57,1558.67,1353.35,903.44
2018년01월30일,1865.36,1559.63,1354.53,904.38
2018년01월31일,1866.19,1560.34,1355.49,904.90
2018년02월01일,1867.26,1561.40,1356.76,905.78
2018년02월02일,1867.26,1562.05,1357.48,906.49
2018년02월03일,1867.14,1562.60,1357.98,907.00
2018년02월04일,1867.25,1562.80,1358.08,907.24
2018년02월05일,1867.11,1563.14,1358.81,907.74
2018년02월06일,1868.33,1563.90,1359.61,908.62
2018년02월07일,1869.02,1564.38,1360.15,909.01
2018년02월08일,1868.47,1564.80,1360.64,909.38
2018년02월09일,1868.83,1565.11,1360.99,909.49
2018년02월10일,1869.78,1565.31,1361.07,909.58
2018년02월11일,1869.07,1565.34,1360.95,909.81
2018년02월12일,1869.59,1565.47,1361.39,910.29
2018년02월13일,1869.27,1565.51,1361.47,910.32
2018년02월14일,1869.05,1565.72,1361.58,910.28
2018년02월15일,1868.01,1565.98,1361.65,910.39
2018년02월16일,1868.12,1566.02,1361.73,910.54
2018년02월17일,1867.37,1565.99,1361.76,910.51
2018년02월18일,1865.60,1565.95,1361.69,910.40
2018년02월19일,1865.98,1565.76,1361.78,910.52
2018년02월20일,1865.81,1565.46,1361.47,910.41
2018년02월21일,1866.86,1565.06,1361.18,910.28
2018년02월22일,1866.61,1564.67,1360.79,910.37
2018년02월23일,1866.50,1564.48,1360.61,910.35
2018년02월24일,1866.79,1564.30,1360.53,910.28
2018년02월25일,1866.58,1564.23,1360.26,910.19
2018년02월26일,1866.70,1564.17,1360.47,910.25
2018년02월27일,1866.26,1564.07,1360.35,910.20
2018년02월28일,1865.75,1563.88,1360.18,910.10
2018년03월01일,1865.64,1563.68,1359.91,910.06
2018년03월02일,1866.35,1563.46,1359.86,910.05
2018년03월03일,1865.37,1563.15,1359.44,910.06
2018년03월04일,1864.33,1562.95,1359.13,909.94
2018년03월05일,1863.63,1562.76,1359.14,909.93
2018년03월06일,1863.61,1562.75,1359.18,909.93
2018년03월07일,1863.82,1562.37,1358.81,909.70
2018년03월08일,1864.29,1562.02,1358.40,909.65
2018년03월09일,1864.40,1561.53,1358.13,909.71
2018년03월10일,1864.14,1561.12,1357.58,909.52
2018년03월11일,1863.95,1560.89,1357.24,909.50
2018년03월12일,1863.81,1560.60,1357.27,909.39
2018년03월13일,1863.00,1560.02,1356.71,909.24
2018년03월14일,1862.67,1559.27,1356.09,909.37
2018년03월15일,1861.95,1558.55,1355.18,909.19
2018년03월16일,1860.89,1557.87,1354.71,909.23
2018년03월17일,1861.59,1557.16,1354.06,909.22
2018년03월18일,1861.76,1556.94,1353.50,908.85
2018년03월19일,1860.22,1556.44,1353.20,908.79
2018년03월20일,1859.72,1555.54,1352.41,908.62
2018년03월21일,1859.08,1554.72,1351.57,908.44
2018년03월22일,1858.43,1554.20,1351.19,908.46
2018년03월23일,1858.68,1553.67,1350.72,908.16
2018년03월24일,1859.06,1553.36,1350.26,908.06
2018년03월25일,1858.84,1553.23,1349.89,908.04
2018년03월26일,1858.77,1552.94,1350.13,907.97
2018년03월27일,1858.73,1553.03,1350.21,907.81
2018년03월28일,1858.86,1552.76,1350.00,907.65
2018년03월29일,1857.86,1552.41,1349.67,907.46
2018년03월30일,1857.68,1552.09,1349.34,907.35
2018년03월31일,1858.03,1551.86,1348.97,907.27
2018년04월01일,1857.66,1551.62,1348.50,907.31
2018년04월02일,1858.00,1551.29,1348.65,907.14
2018년04월03일,1859.31,1551.29,1348.69,907.17
2018년04월04일,1859.86,1551.10,1348.50,907.09
2018년04월05일,1859.12,1550.91,1348.30,906.87
2018년04월06일,1858.51,1550.69,1348.13,906.92
2018년04월07일,1858.66,1550.52,1347.92,906.82
2018년04월08일,1859.33,1550.45,1347.58,906.74
2018년04월09일,1859.29,1550.34,1347.82,906.66
2018년04월10일,1859.31,1550.04,1347.59,906.67
2018년04월11일,1858.59,1549.73,1347.31,906.45
2018년04월12일,1858.99,1549.69,1347.39,906.43
2018년04월13일,1859.31,1549.64,1347.35,906.52
2018년04월14일,1859.03,1549.65,1347.02,906.66
2018년04월15일,1859.32,1549.68,1346.99,906.71
2018년04월16일,1858.53,1549.72,1347.41,906.86
2018년04월17일,1859.59,1550.00,1347.81,906.93
2018년04월18일,1859.72,1550.11,1348.00,907.09
2018년04월19일,1860.00,1550.39,1348.31,907.00
2018년04월20일,1860.07,1550.83,1348.74,907.13
2018년04월21일,1860.58,1551.20,1349.12,907.05
2018년04월22일,1860.17,1551.34,1349.11,906.94
2018년04월23일,1860.54,1551.69,1349.54,906.87
2018년04월24일,1861.05,1552.22,1350.32,906.97
2018년04월25일,1861.87,1552.76,1350.94,906.93
2018년04월26일,1862.61,1553.33,1351.72,906.93
2018년04월27일,1862.79,1554.15,1352.57,907.45
2018년04월28일,1862.58,1554.78,1353.13,907.57
2018년04월29일,1863.84,1555.14,1353.33,907.32
2018년04월30일,1863.61,1555.65,1354.19,907.48
2018년05월01일,1865.07,1557.66,1356.19,908.13
2018년05월02일,1865.36,1558.46,1357.02,908.40
2018년05월03일,1865.39,1559.37,1358.06,908.79
2018년05월04일,1866.04,1560.30,1359.11,909.22
2018년05월05일,1866.21,1561.55,1360.26,909.83
2018년05월06일,1866.82,1562.08,1360.67,910.11
2018년05월07일,1866.29,1562.73,1361.45,910.56
2018년05월08일,1866.92,1563.59,1362.69,910.70
2018년05월09일,1868.02,1565.32,1364.54,911.24
2018년05월10일,1869.26,1567.32,1366.73,912.05
2018년05월11일,1870.04,1569.89,1369.44,913.16
2018년05월12일,1870.88,1572.13,1371.82,914.37
2018년05월13일,1871.13,1573.17,1372.70,915.01
2018년05월14일,1872.25,1574.67,1374.72,915.73
2018년05월15일,1875.60,1577.27,1377.49,916.74
2018년05월16일,1877.68,1579.46,1379.89,918.07
2018년05월17일,1879.27,1581.16,1381.62,919.01
2018년05월18일,1881.18,1583.01,1383.47,920.08
2018년05월19일,1882.25,1584.92,1385.46,921.13
2018년05월20일,1882.76,1585.90,1386.29,921.88
2018년05월21일,1882.40,1587.43,1388.29,922.46
2018년05월22일,1883.53,1590.20,1390.78,923.86
2018년05월23일,1885.84,1591.97,1392.93,924.87
2018년05월24일,1887.57,1595.13,1396.04,926.17
2018년05월25일,1890.75,1598.38,1399.40,927.57
2018년05월26일,1892.50,1600.91,1401.79,928.86
2018년05월27일,1893.38,1602.06,1402.69,929.53
2018년05월28일,1894.05,1603.52,1404.41,930.64
2018년05월29일,1896.11,1605.58,1406.30,932.17
2018년05월30일,1896.90,1606.68,1407.45,933.62
2018년05월31일,1897.57,1607.24,1407.94,934.24
2018년06월01일,1898.17,1608.43,1409.17,935.11
2018년06월02일,1897.99,1608.89,1409.56,935.76
2018년06월03일,1898.17,1609.16,1409.65,936.31
2018년06월04일,1899.25,1609.50,1410.35,936.64
2018년06월05일,1899.04,1609.70,1410.54,937.20
2018년06월06일,1899.29,1609.97,1410.63,937.55
2018년06월07일,1899.18,1610.24,1411.08,938.23
2018년06월08일,1899.01,1610.24,1411.09,938.87
2018년06월09일,1898.44,1610.19,1411.05,939.01
2018년06월10일,1898.32,1610.14,1410.76,938.97
2018년06월11일,1897.60,1610.26,1411.17,939.11
2018년06월12일,1897.50,1610.18,1411.17,939.20
2018년06월13일,1897.50,1610.03,1410.92,939.37
2018년06월14일,1898.97,1609.97,1410.92,939.26
2018년06월15일,1899.21,1609.74,1410.74,939.63
2018년06월16일,1899.31,1609.59,1410.54,939.86
2018년06월17일,1899.63,1609.55,1410.29,939.86
2018년06월18일,1898.24,1609.32,1410.41,939.88
2018년06월19일,1897.88,1609.16,1410.18,939.85
2018년06월20일,1896.80,1608.89,1409.99,939.51
2018년06월21일,1896.51,1608.58,1409.74,939.67
2018년06월22일,1897.06,1608.32,1409.47,939.81
2018년06월23일,1896.91,1608.12,1409.21,939.62
2018년06월24일,1896.98,1608.06,1408.97,939.58
2018년06월25일,1896.68,1608.02,1409.22,939.71
2018년06월26일,1896.69,1607.73,1408.74,939.71
2018년06월27일,1896.47,1607.61,1408.69,939.72
2018년06월28일,1896.79,1607.56,1408.60,939.89
2018년06월29일,1896.25,1607.60,1408.74,939.61
2018년06월30일,1896.81,1607.63,1408.65,939.47
2018년07월01일,1897.87,1607.66,1408.44,939.43
2018년07월02일,1898.02,1607.83,1408.72,939.65
2018년07월03일,1898.64,1608.19,1409.08,939.95
2018년07월04일,1898.63,1608.49,1409.42,939.85
2018년07월05일,1897.87,1608.67,1409.56,940.30
2018년07월06일,1897.44,1608.89,1409.83,940.53
2018년07월07일,1897.93,1609.18,1410.00,940.58
2018년07월08일,1897.97,1609.27,1409.91,940.59
2018년07월09일,1897.07,1609.44,1410.25,940.89
2018년07월10일,1897.21,1609.85,1410.79,941.00
2018년07월11일,1897.67,1610.24,1411.21,941.24
2018년07월12일,1897.84,1610.57,1411.57,941.55
2018년07월13일,1897.72,1610.76,1411.84,941.74
2018년07월14일,1897.22,1610.99,1412.03,942.05
2018년07월15일,1897.53,1611.22,1411.97,942.24
2018년07월16일,1898.52,1611.42,1412.52,942.52
2018년07월17일,1898.76,1611.64,1412.70,942.65
2018년07월18일,1898.36,1611.69,1412.79,942.89
2018년07월19일,1900.49,1611.79,1412.85,942.97
2018년07월20일,1899.67,1611.82,1412.88,942.75
2018년07월21일,1899.99,1611.93,1412.79,943.15
2018년07월22일,1899.79,1611.97,1412.69,943.38
2018년07월23일,1899.31,1612.09,1413.23,943.45
2018년07월24일,1898.95,1612.21,1413.32,943.52
2018년07월25일,1898.64,1612.29,1413.36,943.61
2018년07월26일,1897.26,1612.47,1413.48,944.05
2018년07월27일,1898.15,1612.59,1413.62,944.15
2018년07월28일,1899.20,1612.86,1413.71,944.38
2018년07월29일,1899.42,1613.03,1413.70,944.31
2018년07월30일,1899.32,1613.20,1414.24,944.33
2018년07월31일,1901.37,1613.82,1414.76,944.49
2018년08월01일,1902.36,1614.67,1415.68,944.83
2018년08월02일,1902.29,1615.04,1415.93,944.69
2018년08월03일,1902.70,1615.31,1416.14,944.72
2018년08월04일,1902.92,1615.62,1416.38,944.37
2018년08월05일,1902.90,1615.84,1416.37,944.38
2018년08월06일,1902.53,1615.97,1416.92,944.73
2018년08월07일,1902.95,1616.60,1417.51,944.81
2018년08월08일,1903.48,1616.88,1417.84,945.07
2018년08월09일,1902.57,1617.17,1418.00,945.49
2018년08월10일,1903.15,1617.37,1418.28,945.77
2018년08월11일,1904.02,1617.58,1418.40,945.99
2018년08월12일,1904.12,1617.82,1418.42,945.70
2018년08월13일,1904.03,1618.03,1419.00,946.07
2018년08월14일,1905.02,1618.46,1419.33,946.34
2018년08월15일,1904.75,1618.68,1419.48,946.46
2018년08월16일,1904.82,1618.90,1419.78,946.69
2018년08월17일,1904.78,1619.02,1420.04,946.73
2018년08월18일,1906.33,1619.08,1419.85,946.88
2018년08월19일,1906.43,1619.18,1419.81,946.92
2018년08월20일,1906.56,1619.34,1420.23,947.13
2018년08월21일,1905.72,1619.46,1420.25,947.50
2018년08월22일,1905.61,1619.51,1420.43,947.67
2018년08월23일,1906.04,1619.69,1420.42,947.89
2018년08월24일,1906.04,1619.75,1420.54,947.98
2018년08월25일,1905.80,1619.82,1420.57,948.06
2018년08월26일,1905.59,1619.91,1420.47,947.96
2018년08월27일,1905.71,1620.05,1420.91,948.17
2018년08월28일,1905.60,1620.35,1421.24,948.16
2018년08월29일,1905.59,1620.52,1421.42,948.38
2018년08월30일,1906.02,1620.72,1421.60,948.86
2018년08월31일,1906.35,1620.87,1421.80,949.36
2018년09월01일,1907.43,1621.68,1422.57,949.45
2018년09월02일,1908.09,1621.97,1422.73,949.25
2018년09월03일,1908.43,1622.48,1423.48,949.68
2018년09월04일,1910.09,1623.19,1424.30,950.09
2018년09월05일,1910.69,1624.11,1425.34,950.48
2018년09월06일,1911.74,1625.25,1426.48,951.12
2018년09월07일,1912.28,1626.47,1427.59,951.80
2018년09월08일,1913.24,1627.25,1428.41,952.60
2018년09월09일,1913.44,1627.74,1428.68,952.81
2018년09월10일,1912.86,1628.48,1429.71,953.32
2018년09월11일,1915.95,1630.11,1431.43,954.24
2018년09월12일,1916.67,1631.50,1432.96,955.39
2018년09월13일,1917.67,1633.36,1434.86,957.03
2018년09월14일,1919.47,1635.32,1436.87,958.34
2018년09월15일,1919.96,1637.02,1438.44,959.56
2018년09월16일,1920.56,1637.90,1439.13,960.21
2018년09월17일,1920.42,1639.20,1440.96,960.69
2018년09월18일,1922.66,1640.92,1442.51,961.78
2018년09월19일,1923.27,1642.42,1444.07,962.79
2018년09월20일,1924.84,1644.00,1445.58,963.85
2018년09월21일,1925.84,1645.70,1447.27,964.73
2018년09월22일,1926.67,1647.81,1449.34,965.74
2018년09월23일,1927.26,1649.04,1450.34,966.49
2018년09월24일,1926.54,1649.62,1450.83,967.18
2018년09월25일,1927.30,1650.20,1451.35,967.76
2018년09월26일,1926.56,1650.45,1451.71,968.12
2018년09월27일,1926.98,1651.41,1453.05,968.87
2018년09월28일,1927.58,1652.82,1454.51,969.99
2018년09월29일,1928.87,1654.25,1455.90,971.34
2018년09월30일,1930.09,1655.00,1456.47,972.25
2018년10월01일,1930.96,1657.10,1458.98,973.45
2018년10월02일,1933.70,1659.87,1461.80,975.64
2018년10월03일,1935.59,1661.85,1463.91,977.16
2018년10월04일,1936.90,1663.86,1466.05,978.72
2018년10월05일,1938.22,1666.77,1469.06,980.45
2018년10월06일,1939.43,1669.15,1471.44,982.31
2018년10월07일,1939.78,1670.38,1472.75,984.11
2018년10월08일,1940.54,1672.36,1475.13,985.62
2018년10월09일,1945.16,1675.17,1478.23,987.55
2018년10월10일,1946.45,1677.03,1480.36,989.37
2018년10월11일,1948.26,1679.67,1483.11,991.91
2018년10월12일,1948.68,1681.55,1485.35,994.51
2018년10월13일,1949.80,1683.13,1486.85,997.00
2018년10월14일,1951.15,1684.00,1487.61,997.98
2018년10월15일,1951.50,1685.11,1489.18,999.12
2018년10월16일,1952.67,1686.39,1490.63,1000.56
2018년10월17일,1952.80,1687.47,1491.89,1001.96
2018년10월18일,1953.86,1688.25,1492.79,1003.11
2018년10월19일,1953.67,1688.74,1493.51,1004.13
2018년10월20일,1954.13,1689.15,1493.84,1005.24
2018년10월21일,1954.32,1689.48,1494.00,1006.13
2018년10월22일,1954.03,1689.76,1494.63,1006.76
2018년10월23일,1953.72,1689.71,1494.64,1007.50
2018년10월24일,1954.82,1689.73,1494.80,1007.98
2018년10월25일,1954.02,1689.78,1494.80,1008.17
