구분,고급휘발유,보통휘발유,자동차용경유,실내등유
2020년03월25일,1735.57,1423.96,1230.81,911.10
2020년03월26일,1730.56,1418.18,1224.52,908.60
2020년03월27일,1724.93,1411.92,1218.12,905.96
2020년03월28일,1720.03,1406.63,1212.81,903.10
2020년03월29일,1718.25,1403.83,1209.90,901.91
2020년03월30일,1715.02,1398.93,1205.16,899.70
2020년03월31일,1710.61,1393.03,1199.27,897.04
2020년04월01일,1704.02,1384.29,1190.50,893.17
2020년04월02일,1698.16,1377.90,1184.19,890.59
2020년04월03일,1692.18,1372.03,1178.65,887.36
2020년04월04일,1687.27,1367.91,1174.57,884.90
2020년04월05일,1685.68,1366.27,1172.64,883.41
2020년04월06일,1683.33,1362.90,1169.74,881.84
2020년04월07일,1677.91,1357.79,1164.68,879.85
2020년04월08일,1672.42,1352.04,1159.16,876.51
2020년04월09일,1666.71,1347.54,1154.71,873.46
2020년04월10일,1664.62,1343.57,1151.07,871.51
2020년04월11일,1661.38,1339.93,1147.46,869.37
2020년04월12일,1660.48,1338.46,1145.88,868.15
2020년04월13일,1658.40,1335.31,1143.12,866.64
2020년04월14일,1653.34,1331.10,1139.03,864.38
2020년04월15일,1649.69,1326.56,1134.87,861.49
2020년04월16일,1647.10,1322.62,1131.51,858.98
2020년04월17일,1642.79,1317.95,1127.11,855.50
2020년04월18일,1638.00,1313.53,1123.01,852.86
2020년04월19일,1636.18,1311.41,1120.79,851.28
2020년04월20일,1633.70,1307.26,1117.33,848.88
2020년04월21일,1628.79,1301.62,1111.91,845.70
2020년04월22일,1623.30,1296.70,1107.16,841.85
2020년04월23일,1618.87,1292.03,1102.66,838.45
2020년04월24일,1614.44,1287.36,1098.28,834.75
2020년04월25일,1612.18,1283.83,1094.84,831.72
2020년04월26일,1610.72,1282.05,1092.88,830.24
2020년04월27일,1608.34,1278.85,1090.09,827.95
2020년04월28일,1602.04,1274.40,1085.57,824.65
2020년04월29일,1596.82,1270.26,1081.50,821.93
2020년04월30일,1593.67,1267.24,1078.54,819.45
2020년05월01일,1590.71,1264.02,1075.28,817.63
2020년05월02일,1589.18,1262.63,1073.84,815.89
2020년05월03일,1588.90,1261.66,1072.70,815.16
2020년05월04일,1587.14,1259.87,1071.05,813.03
2020년05월05일,1585.24,1257.33,1068.43,811.32
2020년05월06일,1584.80,1256.15,1067.27,808.43
2020년05월07일,1583.12,1253.91,1065.07,805.02
2020년05월08일,1580.74,1252.46,1063.74,802.37
2020년05월09일,1578.74,1251.41,1062.51,800.37
2020년05월10일,1579.52,1251.08,1062.18,799.21
2020년05월11일,1578.34,1250.10,1061.41,797.38
2020년05월12일,1577.14,1249.18,1060.35,796.26
2020년05월13일,1575.22,1248.34,1059.55,794.60
2020년05월14일,1574.88,1247.95,1059.16,792.04
2020년05월15일,1574.20,1247.58,1058.75,790.98
2020년05월16일,1574.45,1247.73,1059.02,790.02
2020년05월17일,1573.51,1247.91,1059.12,789.49
2020년05월18일,1574.19,1248.13,1059.50,788.60
2020년05월19일,1574.97,1248.66,1059.77,787.58
2020년05월20일,1575.39,1249.29,1060.26,787.16
2020년05월21일,1576.32,1250.29,1061.27,786.65
2020년05월22일,1576.71,1251.66,1062.70,787.33
2020년05월23일,1577.57,1253.38,1063.99,787.78
2020년05월24일,1579.53,1254.16,1064.54,787.69
2020년05월25일,1578.21,1255.48,1065.87,787.22
2020년05월26일,1578.88,1258.57,1068.51,788.48
2020년05월27일,1582.14,1261.22,1070.81,790.21
2020년05월28일,1584.13,1263.74,1073.05,791.12
2020년05월29일,1585.27,1266.16,1075.16,791.42
2020년05월30일,1585.90,1268.42,1077.12,791.76
2020년05월31일,1585.73,1269.84,1078.20,791.71
2020년06월01일,1587.69,1273.49,1081.82,792.94
2020년06월02일,1588.60,1276.04,1084.15,793.47
2020년06월03일,1589.64,1279.03,1086.91,793.94
2020년06월04일,1591.01,1282.23,1089.92,794.05
2020년06월05일,1593.08,1286.85,1094.27,794.59
2020년06월06일,1594.97,1292.21,1099.12,795.22
2020년06월07일,1595.55,1294.67,1101.38,795.44
2020년06월08일,1596.06,1299.39,1105.88,795.86
2020년06월09일,1600.46,1306.08,1112.20,797.30
2020년06월10일,1603.86,1311.63,1117.30,798.28
2020년06월11일,1606.65,1316.17,1121.52,799.18
2020년06월12일,1608.22,1319.99,1125.19,800.42
2020년06월13일,1610.58,1322.91,1127.84,800.61
2020년06월14일,1611.76,1324.22,1128.99,800.66
2020년06월15일,1612.21,1327.02,1131.65,801.59
2020년06월16일,1614.27,1330.09,1134.37,802.66
2020년06월17일,1615.49,1332.86,1137.11,803.14
2020년06월18일,1616.50,1335.47,1139.58,803.59
2020년06월19일,1616.89,1337.95,1142.00,803.76
2020년06월20일,1618.16,1340.67,1144.35,804.44
2020년06월21일,1618.98,1341.84,1145.50,804.50
2020년06월22일,1619.92,1344.18,1147.87,805.04
2020년06월23일,1621.74,1346.77,1150.24,805.26
2020년06월24일,1622.77,1348.54,1151.92,805.49
2020년06월25일,1624.41,1350.05,1153.36,806.22
2020년06월26일,1624.83,1351.31,1154.71,806.64
2020년06월27일,1625.44,1352.59,1155.94,806.26
2020년06월28일,1626.29,1353.19,1156.35,806.78
2020년06월29일,1627.08,1354.24,1157.44,808.15
2020년06월30일,1627.86,1355.20,1158.25,808.19
2020년07월01일,1629.17,1356.73,1159.77,808.97
2020년07월02일,1629.96,1357.49,1160.40,809.53
2020년07월03일,1629.47,1358.04,1161.04,810.13
2020년07월04일,1630.12,1358.36,1161.30,809.86
2020년07월05일,1631.10,1358.73,1161.47,809.99
2020년07월06일,1632.05,1359.06,1161.97,810.67
2020년07월07일,1631.99,1359.49,1162.36,810.51
2020년07월08일,1631.58,1359.68,1162.63,810.55
2020년07월09일,1631.98,1359.95,1162.83,811.28
2020년07월10일,1631.52,1360.16,1162.92,811.52
2020년07월11일,1632.92,1360.40,1163.23,811.96
2020년07월12일,1632.94,1360.51,1163.15,812.20
2020년07월13일,1632.60,1360.72,1163.34,812.54
2020년07월14일,1632.41,1360.80,1163.45,812.05
2020년07월15일,1632.65,1360.91,1163.56,812.37
2020년07월16일,1632.52,1361.03,1163.62,812.46
2020년07월17일,1634.83,1361.04,1163.74,812.15
2020년07월18일,1635.49,1361.15,1163.67,812.42
2020년07월19일,1635.98,1361.22,1163.62,812.30
2020년07월20일,1635.67,1361.18,1163.65,812.34
2020년07월21일,1634.99,1361.13,1163.60,812.85
2020년07월22일,1633.71,1361.07,1163.52,813.05
2020년07월23일,1633.76,1361.01,1163.45,813.43
2020년07월24일,1633.81,1361.04,1163.46,813.62
2020년07월25일,1634.18,1361.04,1163.49,813.92
2020년07월26일,1634.52,1361.10,1163.48,814.20
2020년07월27일,1634.30,1361.01,1163.49,814.51
2020년07월28일,1634.51,1361.04,1163.47,814.81
2020년07월29일,1634.80,1360.99,1163.46,815.23
2020년07월30일,1634.41,1360.93,1163.42,815.34
2020년07월31일,1634.40,1360.83,1163.34,815.28
2020년08월01일,1634.53,1361.07,1163.69,815.09
2020년08월02일,1635.24,1361.20,1163.67,815.09
2020년08월03일,1636.17,1361.31,1163.89,815.04
2020년08월04일,1635.81,1361.25,1163.76,814.80
2020년08월05일,1636.30,1361.12,1163.68,814.98
2020년08월06일,1636.43,1361.07,1163.59,815.07
2020년08월07일,1636.00,1360.99,1163.51,816.05
2020년08월08일,1635.82,1361.00,1163.49,816.00
2020년08월09일,1636.44,1361.03,1163.42,815.90
2020년08월10일,1636.37,1361.07,1163.48,816.59
2020년08월11일,1636.29,1361.06,1163.48,816.87
2020년08월12일,1636.43,1361.04,1163.43,817.05
2020년08월13일,1637.55,1361.08,1163.51,817.61
2020년08월14일,1637.21,1361.12,1163.52,817.89
2020년08월15일,1636.79,1361.18,1163.69,817.66
2020년08월16일,1636.91,1361.23,1163.68,817.76
2020년08월17일,1636.71,1361.25,1163.63,817.99
2020년08월18일,1637.05,1361.24,1163.70,817.71
2020년08월19일,1636.44,1361.21,1163.76,817.87
2020년08월20일,1636.37,1361.27,1163.83,818.20
2020년08월21일,1635.96,1361.25,1163.83,817.83
2020년08월22일,1636.45,1361.28,1163.73,817.63
2020년08월23일,1636.77,1361.20,1163.63,817.58
2020년08월24일,1636.89,1361.19,1163.76,817.76
2020년08월25일,1636.26,1361.19,1163.62,817.42
2020년08월26일,1636.05,1361.09,1163.53,817.33
2020년08월27일,1635.83,1361.02,1163.41,817.06
2020년08월28일,1636.58,1360.88,1163.27,816.56
2020년08월29일,1637.05,1360.74,1163.14,816.70
2020년08월30일,1636.93,1360.78,1163.18,816.41
2020년08월31일,1636.55,1360.66,1163.09,816.55
2020년09월01일,1635.91,1360.37,1162.88,816.46
2020년09월02일,1636.31,1360.30,1162.66,815.99
2020년09월03일,1636.66,1360.33,1162.68,816.12
2020년09월04일,1636.11,1360.22,1162.50,816.19
2020년09월05일,1634.87,1360.18,1162.37,816.14
2020년09월06일,1635.75,1360.11,1162.24,816.24
2020년09월07일,1634.79,1359.89,1161.95,816.53
2020년09월08일,1634.33,1359.35,1161.52,816.72
2020년09월09일,1633.80,1358.50,1160.62,816.78
2020년09월10일,1632.96,1357.59,1159.74,816.84
2020년09월11일,1632.68,1356.76,1158.86,817.44
2020년09월12일,1632.73,1356.16,1158.20,817.13
2020년09월13일,1632.34,1355.88,1157.92,817.43
2020년09월14일,1631.97,1355.34,1157.37,817.36
2020년09월15일,1630.59,1354.26,1156.25,817.35
2020년09월16일,1629.37,1352.80,1154.73,817.36
2020년09월17일,1628.10,1351.53,1153.43,817.39
2020년09월18일,1627.04,1350.33,1152.26,817.75
2020년09월19일,1626.04,1349.55,1151.47,817.97
2020년09월20일,1626.39,1349.23,1151.10,817.85
2020년09월21일,1625.95,1348.45,1150.44,817.47
2020년09월22일,1625.80,1347.37,1149.22,816.71
2020년09월23일,1625.17,1346.26,1148.08,816.46
2020년09월24일,1624.64,1345.28,1146.98,816.05
2020년09월25일,1624.12,1344.43,1146.23,815.77
2020년09월26일,1623.56,1343.87,1145.54,815.99
2020년09월27일,1624.01,1343.59,1145.23,815.78
2020년09월28일,1623.24,1343.10,1144.85,815.68
