,날짜,평균기온,최고기온,최저기온,평균운량,일강수량,일교차
380,2017년 1월 15일,-5.8,0.0,-10.6,0.0,0.0,10.6
381,2017년 1월 16일,-4.5,3.0,-11.1,0.0,0.0,14.1
382,2017년 1월 17일,-2.6,4.4,-9.0,4.1,0.0,13.4
383,2017년 1월 18일,-1.1,3.7,-4.8,4.6,0.0,8.5
384,2017년 1월 19일,-2.0,4.9,-6.8,4.4,0.0,11.7
385,2017년 1월 20일,-3.7,-0.8,-7.4,4.3,3.9,6.6000000000000005
386,2017년 1월 21일,-4.9,-1.1,-11.2,5.9,1.8,10.1
387,2017년 1월 22일,-7.1,-2.1,-10.1,0.0,0.1,8.0
388,2017년 1월 23일,-8.0,-3.2,-11.5,0.0,0.0,8.3
389,2017년 1월 24일,-6.8,-0.3,-13.6,0.0,0.0,13.299999999999999
390,2017년 1월 25일,-5.7,2.4,-12.6,0.0,0.0,15.0
391,2017년 1월 26일,-1.7,3.5,-10.0,5.6,0.0,13.5
392,2017년 1월 27일,-1.7,3.9,-5.8,1.8,3.5,9.7
393,2017년 1월 28일,-1.3,5.1,-9.0,5.8,0.0,14.1
394,2017년 1월 29일,1.3,3.0,-0.2,10.0,7.0,3.2
395,2017년 1월 30일,-3.9,-0.2,-7.4,3.0,0.0,7.2
396,2017년 1월 31일,-4.8,0.9,-10.1,4.0,0.0,11.0
397,2017년 2월 1일,-3.3,2.4,-7.4,0.9,0.0,9.8
398,2017년 2월 2일,-1.7,4.4,-9.8,3.0,0.0,14.200000000000001
399,2017년 2월 3일,1.1,7.4,-3.4,1.8,0.0,10.8
400,2017년 2월 4일,1.3,4.9,-4.6,7.3,0.0,9.5
401,2017년 2월 5일,1.8,3.9,-0.6,7.3,1.3,4.5
402,2017년 2월 6일,-0.7,3.3,-3.2,0.1,0.0,6.5
403,2017년 2월 7일,-1.5,3.4,-5.9,5.6,0.0,9.3
404,2017년 2월 8일,-1.6,2.5,-5.7,6.4,0.0,8.2
405,2017년 2월 9일,-4.2,-0.9,-6.1,2.0,0.0,5.199999999999999
406,2017년 2월 10일,-5.5,-1.9,-8.2,1.0,0.0,6.299999999999999
407,2017년 2월 11일,-3.8,0.2,-8.2,0.6,0.0,8.399999999999999
408,2017년 2월 12일,-2.3,4.2,-9.1,0.1,0.0,13.3
409,2017년 2월 13일,-1.2,4.7,-7.3,3.6,1.0,12.0
410,2017년 2월 14일,0.3,6.5,-4.0,0.0,0.0,10.5
411,2017년 2월 15일,0.9,8.5,-5.8,0.0,0.0,14.3
412,2017년 2월 16일,5.6,12.6,-4.4,5.9,0.3,17.0
413,2017년 2월 17일,1.9,9.6,-4.1,3.8,4.0,13.7
414,2017년 2월 18일,-1.8,4.0,-7.2,0.3,0.0,11.2
415,2017년 2월 19일,2.3,6.8,-4.2,6.9,4.6,11.0
416,2017년 2월 20일,-0.2,5.5,-4.0,2.3,2.2,9.5
417,2017년 2월 21일,-0.5,6.8,-7.5,3.6,0.0,14.3
418,2017년 2월 22일,2.1,3.5,-0.1,9.6,9.1,3.6
419,2017년 2월 23일,-0.4,3.9,-3.4,1.9,0.0,7.3
420,2017년 2월 24일,-0.2,5.0,-6.4,2.6,0.0,11.4
421,2017년 2월 25일,1.9,9.1,-4.7,1.1,0.0,13.8
422,2017년 2월 26일,2.4,10.1,-4.0,1.4,0.0,14.1
423,2017년 2월 27일,2.6,11.0,-3.6,0.0,0.0,14.6
424,2017년 2월 28일,4.4,13.0,-3.4,0.9,0.0,16.4
425,2017년 3월 1일,4.7,11.5,1.1,9.3,6.2,10.4
426,2017년 3월 2일,1.9,5.6,-1.8,3.5,0.3,7.3999999999999995
427,2017년 3월 3일,2.9,11.1,-3.4,2.3,0.0,14.5
428,2017년 3월 4일,4.6,12.9,-2.5,0.0,0.0,15.4
429,2017년 3월 5일,4.6,11.3,-0.9,5.9,1.3,12.200000000000001
430,2017년 3월 6일,1.2,5.6,-1.8,1.1,0.0,7.3999999999999995
431,2017년 3월 7일,-0.5,2.8,-2.9,2.1,0.0,5.699999999999999
432,2017년 3월 8일,0.7,6.1,-5.6,3.1,0.0,11.7
433,2017년 3월 9일,3.2,10.1,-3.5,0.4,0.0,13.6
434,2017년 3월 10일,4.2,12.2,-2.7,0.1,0.0,14.899999999999999
435,2017년 3월 11일,5.9,16.7,-2.4,3.3,0.0,19.099999999999998
436,2017년 3월 12일,7.6,15.1,1.7,8.6,0.0,13.4
437,2017년 3월 13일,6.4,12.9,1.3,3.4,0.0,11.6
438,2017년 3월 14일,5.9,12.2,0.9,0.0,0.0,11.299999999999999
439,2017년 3월 15일,4.8,12.8,-1.5,0.0,0.0,14.3
440,2017년 3월 16일,5.0,13.3,-1.8,2.5,0.0,15.100000000000001
441,2017년 3월 17일,6.5,15.9,-0.7,1.0,0.0,16.6
442,2017년 3월 18일,8.0,16.9,3.4,3.4,0.0,13.499999999999998
443,2017년 3월 19일,8.5,18.7,0.1,0.5,0.0,18.599999999999998
444,2017년 3월 20일,8.9,15.0,2.9,8.1,0.0,12.1
445,2017년 3월 21일,7.5,13.0,2.8,2.0,0.0,10.2
446,2017년 3월 22일,6.7,13.8,0.1,4.4,0.0,13.700000000000001
447,2017년 3월 23일,7.5,14.6,2.7,3.8,0.0,11.899999999999999
448,2017년 3월 24일,7.5,14.4,1.1,7.1,0.0,13.3
449,2017년 3월 25일,7.2,12.4,2.3,6.0,0.0,10.100000000000001
450,2017년 3월 26일,6.0,10.9,1.9,8.4,0.0,9.0
451,2017년 3월 27일,6.7,12.0,3.3,5.5,0.0,8.7
452,2017년 3월 28일,7.0,13.2,2.3,7.8,0.0,10.899999999999999
453,2017년 3월 29일,7.8,14.9,1.9,3.6,0.0,13.0
454,2017년 3월 30일,8.7,17.3,0.8,5.1,0.0,16.5
455,2017년 3월 31일,8.7,12.9,5.4,8.9,1.2,7.5
456,2017년 4월 1일,9.0,14.7,5.1,5.3,1.0,9.6
457,2017년 4월 2일,8.3,15.9,1.8,0.6,0.0,14.1
458,2017년 4월 3일,10.0,19.1,2.1,0.0,0.0,17.0
459,2017년 4월 4일,12.9,22.5,3.3,4.6,0.0,19.2
460,2017년 4월 5일,12.3,14.7,10.2,9.9,33.8,4.5
461,2017년 4월 6일,10.6,13.3,8.9,9.6,1.2,4.4
462,2017년 4월 7일,13.3,22.2,8.0,5.6,0.0,14.2
463,2017년 4월 8일,10.9,19.3,6.6,8.6,0.1,12.700000000000001
464,2017년 4월 9일,13.4,18.2,8.7,8.4,0.6,9.5
465,2017년 4월 10일,15.6,22.0,10.3,5.4,0.0,11.7
466,2017년 4월 11일,13.7,19.0,9.9,4.5,0.0,9.1
467,2017년 4월 12일,12.0,16.6,8.0,1.5,0.0,8.600000000000001
468,2017년 4월 13일,12.3,20.4,4.8,3.1,0.0,15.599999999999998
469,2017년 4월 14일,12.8,18.7,6.7,6.6,0.0,12.0
470,2017년 4월 15일,15.7,25.3,8.1,2.0,0.0,17.200000000000003
471,2017년 4월 16일,17.7,25.4,10.5,7.3,0.0,14.899999999999999
472,2017년 4월 17일,13.8,17.2,10.7,7.3,7.9,6.5
473,2017년 4월 18일,11.2,18.0,8.1,5.3,7.9,9.9
474,2017년 4월 19일,12.4,18.0,5.6,1.6,0.0,12.4
475,2017년 4월 20일,12.6,17.2,8.7,7.5,0.0,8.5
476,2017년 4월 21일,11.8,19.8,4.9,3.6,0.0,14.9
477,2017년 4월 22일,13.7,22.5,6.0,0.5,0.0,16.5
478,2017년 4월 23일,13.5,22.4,6.0,0.0,0.0,16.4
479,2017년 4월 24일,14.0,22.1,5.8,2.9,0.0,16.3
480,2017년 4월 25일,15.4,21.8,10.2,7.9,0.0,11.600000000000001
481,2017년 4월 26일,14.8,21.0,9.6,3.4,0.0,11.4
482,2017년 4월 27일,13.6,20.1,7.1,0.1,0.0,13.000000000000002
483,2017년 4월 28일,14.3,22.1,7.4,1.6,0.0,14.700000000000001
484,2017년 4월 29일,16.6,24.5,8.3,0.4,0.0,16.2
485,2017년 4월 30일,18.2,28.1,12.5,0.0,0.0,15.600000000000001
486,2017년 5월 1일,18.3,27.7,10.5,1.3,0.0,17.2
487,2017년 5월 2일,18.4,26.8,11.7,3.1,0.0,15.100000000000001
488,2017년 5월 3일,19.2,29.4,11.0,0.0,0.0,18.4
489,2017년 5월 4일,19.9,28.1,12.5,7.0,0.0,15.600000000000001
490,2017년 5월 5일,19.8,27.7,14.5,5.5,0.0,13.2
491,2017년 5월 6일,14.6,21.1,8.6,2.4,0.0,12.500000000000002
492,2017년 5월 7일,15.4,22.3,8.7,1.3,0.0,13.600000000000001
493,2017년 5월 8일,17.0,23.7,9.3,7.0,0.0,14.399999999999999
494,2017년 5월 9일,16.3,21.3,13.6,9.8,2.9,7.700000000000001
495,2017년 5월 10일,15.7,20.9,13.2,6.0,4.6,7.699999999999999
496,2017년 5월 11일,18.5,25.0,12.5,7.4,0.3,12.5
497,2017년 5월 12일,18.7,22.9,14.6,7.4,0.2,8.299999999999999
498,2017년 5월 13일,15.9,24.1,11.2,5.5,3.5,12.900000000000002
499,2017년 5월 14일,14.5,20.1,9.5,0.0,0.0,10.600000000000001
500,2017년 5월 15일,15.3,20.6,9.9,2.6,0.0,10.700000000000001
501,2017년 5월 16일,16.3,22.4,12.6,6.3,0.0,9.799999999999999
502,2017년 5월 17일,17.8,25.7,9.9,0.3,0.0,15.799999999999999
503,2017년 5월 18일,19.3,27.1,11.2,1.1,0.0,15.900000000000002
504,2017년 5월 19일,19.8,28.3,12.7,0.0,0.0,15.600000000000001
505,2017년 5월 20일,19.5,26.4,12.8,5.1,0.0,13.599999999999998
506,2017년 5월 21일,20.2,26.7,13.5,2.4,0.0,13.2
507,2017년 5월 22일,20.3,28.0,13.0,2.8,0.0,15.0
508,2017년 5월 23일,19.3,24.4,15.0,9.3,7.1,9.399999999999999
509,2017년 5월 24일,20.4,26.7,15.6,4.1,3.9,11.1
510,2017년 5월 25일,18.3,24.5,12.7,0.8,0.0,11.8
511,2017년 5월 26일,16.9,22.8,11.4,1.5,0.0,11.4
512,2017년 5월 27일,17.8,25.6,11.4,0.1,0.0,14.200000000000001
513,2017년 5월 28일,20.1,27.3,11.9,0.8,0.0,15.4
514,2017년 5월 29일,21.8,29.4,16.4,0.9,0.0,13.0
515,2017년 5월 30일,22.6,30.3,16.6,4.8,0.0,13.7
516,2017년 5월 31일,21.8,28.4,15.7,6.1,0.0,12.7
517,2017년 6월 1일,22.1,26.3,18.3,4.5,0.0,8.0
518,2017년 6월 2일,20.0,25.7,13.6,2.8,0.0,12.1
519,2017년 6월 3일,19.5,25.8,15.0,1.8,0.0,10.8
520,2017년 6월 4일,20.4,28.1,12.5,1.1,0.0,15.600000000000001
521,2017년 6월 5일,22.6,30.2,13.7,4.0,0.0,16.5
522,2017년 6월 6일,18.9,22.7,14.7,9.6,6.0,8.0
523,2017년 6월 7일,17.3,19.3,15.2,9.1,6.1,4.100000000000001
524,2017년 6월 8일,19.8,26.4,15.3,6.1,0.0,11.099999999999998
525,2017년 6월 9일,20.8,27.2,15.5,4.8,0.0,11.7
526,2017년 6월 10일,20.8,27.6,15.8,7.0,0.5,11.8
527,2017년 6월 11일,21.9,29.6,12.6,0.5,0.0,17.0
528,2017년 6월 12일,21.6,27.2,17.3,5.0,0.0,9.899999999999999
529,2017년 6월 13일,20.4,26.3,16.4,5.6,0.3,9.900000000000002
530,2017년 6월 14일,20.8,26.3,17.2,2.8,0.0,9.100000000000001
531,2017년 6월 15일,22.1,29.0,16.2,1.3,0.0,12.8
532,2017년 6월 16일,24.1,32.2,18.5,0.0,0.0,13.700000000000003
533,2017년 6월 17일,23.4,29.7,18.3,0.0,0.0,11.399999999999999
534,2017년 6월 18일,22.8,32.0,15.3,0.0,0.0,16.7
535,2017년 6월 19일,23.9,30.3,17.0,4.9,0.0,13.3
536,2017년 6월 20일,24.8,31.8,17.9,6.5,0.0,13.900000000000002
537,2017년 6월 21일,23.9,30.7,19.8,3.4,0.0,10.899999999999999
538,2017년 6월 22일,24.3,30.5,20.1,3.4,0.0,10.399999999999999
539,2017년 6월 23일,25.0,33.2,19.0,3.0,0.0,14.200000000000003
540,2017년 6월 24일,22.8,27.6,19.5,9.3,2.7,8.100000000000001
541,2017년 6월 25일,24.2,29.9,19.8,7.5,0.5,10.099999999999998
542,2017년 6월 26일,23.2,30.3,20.0,8.8,7.3,10.3
543,2017년 6월 27일,24.1,30.8,20.2,7.0,4.2,10.600000000000001
544,2017년 6월 28일,24.9,30.6,21.3,6.5,0.0,9.3
545,2017년 6월 29일,25.0,31.4,20.2,3.9,0.0,11.2
546,2017년 6월 30일,25.2,31.2,21.4,7.4,0.0,9.8
547,2017년 7월 1일,23.9,28.1,21.4,9.5,15.6,6.700000000000003
548,2017년 7월 2일,24.9,26.5,23.5,10.0,85.0,3.0
549,2017년 7월 3일,24.5,27.8,23.5,10.0,12.4,4.300000000000001
550,2017년 7월 4일,26.0,31.2,22.8,5.9,82.3,8.399999999999999
551,2017년 7월 5일,27.0,33.6,22.7,4.5,0.0,10.900000000000002
552,2017년 7월 6일,27.3,34.0,22.3,5.1,0.0,11.7
553,2017년 7월 7일,26.4,28.7,24.3,8.4,6.1,4.399999999999999
554,2017년 7월 8일,25.6,28.2,23.7,9.8,19.3,4.5
555,2017년 7월 9일,26.4,31.8,22.6,9.6,28.0,9.2
556,2017년 7월 10일,24.8,26.1,23.2,10.0,69.5,2.900000000000002
557,2017년 7월 11일,26.1,32.0,22.2,8.6,1.3,9.8
558,2017년 7월 12일,26.3,31.9,23.2,5.5,0.0,8.7
559,2017년 7월 13일,27.0,32.3,21.5,1.9,0.0,10.799999999999997
560,2017년 7월 14일,28.2,33.9,24.4,6.6,0.2,9.5
561,2017년 7월 15일,24.3,26.1,22.7,10.0,74.7,3.400000000000002
562,2017년 7월 16일,25.2,27.2,22.9,10.0,77.8,4.300000000000001
563,2017년 7월 17일,26.0,29.1,23.5,9.9,0.9,5.600000000000001
564,2017년 7월 18일,25.9,31.0,23.0,8.0,1.3,8.0
565,2017년 7월 19일,28.0,34.8,24.5,6.8,0.0,10.299999999999997
566,2017년 7월 20일,28.8,34.4,24.7,4.0,0.0,9.7
567,2017년 7월 21일,29.1,32.6,26.2,8.0,5.1,6.400000000000002
568,2017년 7월 22일,28.7,32.5,26.7,9.3,0.2,5.800000000000001
569,2017년 7월 23일,26.8,29.2,25.7,10.0,63.3,3.5
570,2017년 7월 24일,25.9,27.7,24.9,9.0,19.4,2.8000000000000007
571,2017년 7월 25일,29.4,35.8,25.3,5.8,0.0,10.499999999999996
572,2017년 7월 26일,28.1,32.2,24.3,2.8,0.0,7.900000000000002
573,2017년 7월 27일,27.0,30.7,24.4,8.5,0.8,6.300000000000001
574,2017년 7월 28일,25.3,27.4,23.7,9.9,16.5,3.6999999999999993
575,2017년 7월 29일,27.0,30.7,24.8,7.0,0.0,5.899999999999999
576,2017년 7월 30일,27.6,32.8,23.9,5.5,0.0,8.899999999999999
577,2017년 7월 31일,24.2,26.6,23.1,9.6,104.8,3.5
578,2017년 8월 1일,27.3,33.6,23.2,6.1,0.8,10.400000000000002
579,2017년 8월 2일,29.3,34.2,25.2,4.6,0.0,9.000000000000004
580,2017년 8월 3일,29.2,32.7,26.2,4.0,0.0,6.5000000000000036
581,2017년 8월 4일,29.7,35.4,25.1,4.1,0.0,10.299999999999997
582,2017년 8월 5일,31.2,36.9,27.0,3.5,0.0,9.899999999999999
583,2017년 8월 6일,28.9,33.4,25.5,7.0,2.7,7.899999999999999
584,2017년 8월 7일,28.5,33.6,25.2,3.5,0.0,8.400000000000002
585,2017년 8월 8일,27.6,32.1,24.6,8.0,0.0,7.5
586,2017년 8월 9일,26.5,29.6,23.8,9.6,6.6,5.800000000000001
587,2017년 8월 10일,24.5,25.6,23.3,9.6,11.3,2.3000000000000007
588,2017년 8월 11일,26.0,32.0,23.5,6.8,6.9,8.5
589,2017년 8월 12일,27.1,32.4,23.0,4.6,0.0,9.399999999999999
590,2017년 8월 13일,25.8,27.3,24.0,9.5,0.0,3.3000000000000007
591,2017년 8월 14일,23.6,25.6,22.3,9.8,8.0,3.3000000000000007
592,2017년 8월 15일,22.3,23.8,21.1,10.0,50.9,2.6999999999999993
593,2017년 8월 16일,24.1,27.9,21.6,9.4,1.9,6.299999999999997
594,2017년 8월 17일,25.2,29.8,22.1,6.8,0.2,7.699999999999999
595,2017년 8월 18일,25.8,30.9,22.6,5.6,0.0,8.299999999999997
596,2017년 8월 19일,25.5,28.9,22.3,8.6,13.7,6.599999999999998
597,2017년 8월 20일,23.8,27.0,22.1,10.0,130.8,4.899999999999999
598,2017년 8월 21일,25.0,28.6,23.2,7.8,22.6,5.400000000000002
599,2017년 8월 22일,26.9,32.1,23.0,4.3,0.0,9.100000000000001
600,2017년 8월 23일,27.1,31.4,23.7,8.8,34.8,7.699999999999999
601,2017년 8월 24일,26.2,29.2,23.5,9.1,38.1,5.699999999999999
602,2017년 8월 25일,25.3,31.5,20.9,5.8,0.0,10.600000000000001
603,2017년 8월 26일,23.6,29.6,17.6,1.9,0.0,12.0
604,2017년 8월 27일,22.3,26.6,18.5,8.4,0.0,8.100000000000001
605,2017년 8월 28일,21.3,26.1,18.3,9.1,30.4,7.800000000000001
606,2017년 8월 29일,20.1,24.3,17.4,6.0,0.0,6.900000000000002
607,2017년 8월 30일,19.2,23.6,16.0,8.1,0.0,7.600000000000001
608,2017년 8월 31일,21.2,28.2,15.1,1.4,0.0,13.1
609,2017년 9월 1일,22.6,29.7,15.8,0.1,0.0,13.899999999999999
610,2017년 9월 2일,22.8,29.5,17.5,2.6,0.0,12.0
611,2017년 9월 3일,23.1,29.1,17.6,3.1,0.0,11.5
612,2017년 9월 4일,23.6,29.2,17.9,5.8,0.0,11.3
613,2017년 9월 5일,21.7,23.8,19.8,9.8,0.0,4.0
614,2017년 9월 6일,20.2,22.9,18.3,10.0,1.3,4.599999999999998
615,2017년 9월 7일,21.8,27.7,16.5,5.8,0.0,11.2
616,2017년 9월 8일,23.4,29.8,19.6,4.0,0.0,10.2
617,2017년 9월 9일,23.2,29.4,18.5,4.3,0.0,10.899999999999999
618,2017년 9월 10일,22.2,25.2,18.6,8.1,0.0,6.599999999999998
619,2017년 9월 11일,20.5,25.1,18.2,6.5,15.7,6.900000000000002
620,2017년 9월 12일,21.1,27.6,16.7,0.4,0.0,10.900000000000002
621,2017년 9월 13일,20.4,27.5,13.9,0.0,0.0,13.6
622,2017년 9월 14일,21.5,28.8,13.7,1.4,0.0,15.100000000000001
623,2017년 9월 15일,22.2,27.7,17.8,3.3,0.0,9.899999999999999
624,2017년 9월 16일,21.2,26.3,16.6,2.4,0.0,9.7
625,2017년 9월 17일,22.3,28.5,18.3,3.3,0.0,10.2
626,2017년 9월 18일,20.8,27.3,14.9,0.9,0.0,12.4
627,2017년 9월 19일,21.8,27.0,17.5,8.5,7.8,9.5
628,2017년 9월 20일,18.3,23.9,12.3,0.9,0.0,11.599999999999998
629,2017년 9월 21일,18.7,26.5,12.6,0.3,0.0,13.9
630,2017년 9월 22일,19.7,27.6,14.4,3.0,0.0,13.200000000000001
631,2017년 9월 23일,20.7,27.0,16.2,5.3,0.0,10.8
632,2017년 9월 24일,22.4,27.6,18.9,6.3,0.0,8.700000000000003
633,2017년 9월 25일,22.9,29.7,18.0,3.6,0.0,11.7
634,2017년 9월 26일,23.5,29.3,18.3,5.4,0.0,11.0
635,2017년 9월 27일,21.7,26.6,17.6,8.8,1.3,9.0
636,2017년 9월 28일,19.4,24.9,13.6,2.3,0.0,11.299999999999999
637,2017년 9월 29일,15.3,21.9,8.6,3.3,0.0,13.299999999999999
638,2017년 9월 30일,18.4,25.9,11.7,2.6,0.0,14.2
639,2017년 10월 1일,17.2,21.8,14.8,8.6,10.0,7.0
640,2017년 10월 2일,21.1,28.6,15.4,2.9,1.6,13.200000000000001
641,2017년 10월 3일,17.2,22.8,12.8,5.5,0.0,10.0
642,2017년 10월 4일,16.7,23.2,10.1,5.5,0.0,13.1
643,2017년 10월 5일,17.9,22.2,14.2,7.9,0.0,8.0
644,2017년 10월 6일,17.9,21.5,13.4,8.0,0.0,8.1
645,2017년 10월 7일,20.5,26.3,16.6,7.1,0.0,9.7
646,2017년 10월 8일,21.0,27.1,17.5,5.1,0.0,9.600000000000001
647,2017년 10월 9일,21.2,27.8,16.8,4.3,0.0,11.0
648,2017년 10월 10일,20.8,25.3,16.8,7.6,0.1,8.5
649,2017년 10월 11일,15.4,21.2,12.2,9.1,16.8,9.0
650,2017년 10월 12일,11.5,13.9,7.3,7.0,0.2,6.6000000000000005
651,2017년 10월 13일,12.0,18.3,4.4,4.6,0.0,13.9
652,2017년 10월 14일,13.6,20.2,6.4,4.8,0.0,13.799999999999999
653,2017년 10월 15일,14.5,21.6,7.1,5.4,0.0,14.500000000000002
654,2017년 10월 16일,16.3,21.8,13.1,7.8,0.0,8.700000000000001
655,2017년 10월 17일,14.8,22.9,7.0,0.9,0.0,15.899999999999999
656,2017년 10월 18일,15.9,18.1,13.5,9.0,0.0,4.600000000000001
657,2017년 10월 19일,15.9,21.9,11.5,4.4,0.0,10.399999999999999
658,2017년 10월 20일,15.5,23.8,9.2,0.3,0.0,14.600000000000001
659,2017년 10월 21일,15.2,24.6,8.5,0.0,0.0,16.1
660,2017년 10월 22일,15.2,22.4,7.4,1.1,0.0,14.999999999999998
661,2017년 10월 23일,12.9,19.1,8.6,0.1,0.0,10.500000000000002
662,2017년 10월 24일,13.0,20.1,8.1,3.0,0.0,12.000000000000002
663,2017년 10월 25일,12.3,20.2,6.9,1.8,0.0,13.299999999999999
664,2017년 10월 26일,14.3,19.9,8.6,7.8,0.0,11.299999999999999
665,2017년 10월 27일,15.3,23.3,10.0,2.3,0.0,13.3
666,2017년 10월 28일,15.7,24.1,8.4,0.0,0.0,15.700000000000001
667,2017년 10월 29일,11.3,18.1,6.2,0.3,0.0,11.900000000000002
668,2017년 10월 30일,6.7,13.3,2.1,0.0,0.0,11.200000000000001
669,2017년 10월 31일,8.2,16.9,0.3,1.3,0.0,16.599999999999998
670,2017년 11월 1일,13.0,19.2,7.8,9.1,0.0,11.399999999999999
671,2017년 11월 2일,14.8,19.2,11.6,7.6,0.0,7.6
672,2017년 11월 3일,11.7,18.4,6.3,4.1,2.2,12.099999999999998
673,2017년 11월 4일,7.3,14.2,3.0,2.4,0.0,11.2
674,2017년 11월 5일,7.2,15.5,0.4,2.0,0.0,15.1
675,2017년 11월 6일,10.2,16.5,4.8,4.9,0.0,11.7
676,2017년 11월 7일,14.8,20.0,6.4,9.1,0.0,13.6
677,2017년 11월 8일,13.2,18.2,6.6,3.1,0.2,11.6
678,2017년 11월 9일,8.4,16.6,1.8,0.0,0.0,14.8
679,2017년 11월 10일,9.5,16.8,4.3,4.1,9.6,12.5
680,2017년 11월 11일,5.8,11.3,1.0,0.0,0.0,10.3
681,2017년 11월 12일,4.8,12.1,-1.3,1.8,0.0,13.4
682,2017년 11월 13일,8.1,11.7,1.0,8.3,7.8,10.7
683,2017년 11월 14일,7.5,12.5,3.5,1.1,0.0,9.0
684,2017년 11월 15일,4.2,8.7,0.2,3.1,0.2,8.5
685,2017년 11월 16일,1.6,7.8,-2.4,0.0,0.0,10.2
686,2017년 11월 17일,3.2,6.8,-2.8,7.3,0.2,9.6
687,2017년 11월 18일,-1.0,2.9,-3.9,0.0,0.0,6.8
688,2017년 11월 19일,-0.4,5.5,-6.1,2.3,0.0,11.6
689,2017년 11월 20일,0.5,6.1,-4.6,3.4,0.7,10.7
690,2017년 11월 21일,0.7,8.4,-5.2,0.3,0.0,13.600000000000001
691,2017년 11월 22일,4.5,12.2,-1.1,5.3,0.1,13.299999999999999
692,2017년 11월 23일,1.4,6.5,-3.2,4.9,1.9,9.7
693,2017년 11월 24일,0.3,4.5,-2.5,4.8,1.5,7.0
694,2017년 11월 25일,4.2,9.7,-3.6,6.9,13.0,13.299999999999999
695,2017년 11월 26일,4.5,10.2,-0.5,2.1,0.2,10.7
696,2017년 11월 27일,2.0,9.4,-3.5,0.8,0.0,12.9
697,2017년 11월 28일,5.6,12.2,-0.7,6.9,0.0,12.899999999999999
698,2017년 11월 29일,4.3,8.5,-1.5,4.6,0.0,10.0
699,2017년 11월 30일,-1.3,3.8,-4.3,1.9,0.0,8.1
700,2017년 12월 1일,-1.6,4.6,-6.3,2.0,0.0,10.899999999999999
701,2017년 12월 2일,1.1,7.1,-5.0,3.1,0.0,12.1
702,2017년 12월 3일,4.1,7.9,1.2,9.0,4.0,6.7
703,2017년 12월 4일,-0.1,4.4,-5.0,2.0,0.4,9.4
704,2017년 12월 5일,-3.5,0.7,-6.8,2.0,0.0,7.5
705,2017년 12월 6일,0.9,5.7,-3.8,6.3,3.2,9.5
706,2017년 12월 7일,1.6,7.2,-2.7,4.0,0.2,9.9
707,2017년 12월 8일,-2.6,0.8,-5.5,3.1,0.0,6.3
708,2017년 12월 9일,-0.4,4.4,-5.2,5.8,0.0,9.600000000000001
709,2017년 12월 10일,1.8,7.2,-1.4,6.6,7.6,8.6
710,2017년 12월 11일,-5.7,-1.3,-9.8,0.1,0.0,8.5
711,2017년 12월 12일,-7.9,-3.2,-11.2,0.0,0.0,7.999999999999999
712,2017년 12월 13일,-7.2,-1.9,-11.3,0.0,0.0,9.4
713,2017년 12월 14일,-5.8,-0.6,-11.5,5.5,0.0,10.9
714,2017년 12월 15일,-2.6,1.6,-8.6,6.9,0.0,10.2
715,2017년 12월 16일,-4.4,-0.9,-7.3,0.1,0.0,6.3999999999999995
716,2017년 12월 17일,-5.7,-0.7,-11.0,1.3,0.0,10.3
717,2017년 12월 18일,0.5,6.6,-5.4,6.6,1.2,12.0
718,2017년 12월 19일,-3.4,0.5,-7.7,0.3,0.0,8.2
719,2017년 12월 20일,-2.3,2.7,-9.3,6.6,1.1,12.0
720,2017년 12월 21일,-2.0,4.1,-6.2,1.0,0.0,10.3
721,2017년 12월 22일,2.5,7.9,-4.2,7.3,0.0,12.100000000000001
722,2017년 12월 23일,4.0,9.0,1.9,8.1,0.0,7.1
723,2017년 12월 24일,3.0,5.2,-0.3,7.3,17.0,5.5
724,2017년 12월 25일,-1.8,1.9,-4.6,2.1,0.0,6.5
725,2017년 12월 26일,-3.3,1.1,-7.3,2.0,0.0,8.4
726,2017년 12월 27일,-6.0,-1.6,-9.5,0.0,0.0,7.9
727,2017년 12월 28일,-1.0,3.4,-8.4,7.8,0.0,11.8
728,2017년 12월 29일,1.9,7.8,-2.3,5.5,0.0,10.1
729,2017년 12월 30일,1.5,4.8,-2.8,9.9,3.3,7.6
730,2017년 12월 31일,0.7,5.1,-2.1,1.8,0.5,7.199999999999999
731,2018년 1월 1일,-1.7,4.7,-6.9,0.9,0.0,11.600000000000001
732,2018년 1월 2일,-1.7,3.3,-5.7,4.1,0.0,9.0
733,2018년 1월 3일,-3.5,1.6,-6.9,2.3,0.0,8.5
734,2018년 1월 4일,-3.9,-0.3,-7.8,6.0,0.0,7.5
735,2018년 1월 5일,-3.1,2.5,-6.4,2.5,0.0,8.9
736,2018년 1월 6일,-2.7,3.9,-8.4,0.0,0.0,12.3
737,2018년 1월 7일,-0.9,3.1,-7.6,7.1,0.0,10.7
738,2018년 1월 8일,1.4,4.0,-1.1,9.8,2.0,5.1
739,2018년 1월 9일,-3.0,0.4,-5.4,5.3,1.1,5.800000000000001
740,2018년 1월 10일,-6.5,-2.5,-10.2,1.4,0.5,7.699999999999999
741,2018년 1월 11일,-10.1,-5.8,-13.2,0.6,0.0,7.3999999999999995
742,2018년 1월 12일,-9.2,-4.7,-14.3,2.5,0.0,9.600000000000001
743,2018년 1월 13일,-4.1,-0.6,-7.4,7.1,0.7,6.800000000000001
